Domain,Course Title,Rating,Number Enrolled,Like Ratio,Number of Modules,Review 1,Review 2,Review 3,URL,,,,
Deep Learning,Production Machine Learning Systems,4.6,"34,568",88%,6 modules,"5
Reviewed on Sep 23, 2020
Unlike pure technical courses, this one specially packs you with knowledge that you may find yourself face to. The course is really well designed and the content is crystal clear, just Awesome !","4
Reviewed on Jan 29, 2021
Course is a bit outdated. E.g., KubeFlow section and references to ML Engine.","5
Reviewed on Nov 4, 2018
This course reveals some practical techniques in Production Machine Learning Systems. I like the real world examples introduced in this course.",https://www.coursera.org/learn/gcp-production-ml-systems,,,,
Deep Learning,AWS AutoGluon for Machine Learning Classification,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/aws-autogluon-for-ml-classification,,,,
Deep Learning,"A tanulás tanulása: Hatékony mentális eszközök, melyek segítenek megbirkózni a nehéz tantárgyakkal (Learning How to Learn)",4.9,"13,366",98%,4 modules,"5
Reviewed on Dec 11, 2020
Fantastic! Really helpful to understand how our brain works and gives you many options, tips to learn more successfully. I would recommend to everyone. Motivated me in many ways. Thank you very much!","5
Reviewed on Mar 23, 2020
Amazing collection of learning tools and techniques and the best is that all of that is pretty easy to use","5
Reviewed on Jul 4, 2024
nagyon sokat tanultam ezen a tanfolyamon. Ha pár évvel ez előtt tanulok a tanulásról akkor valószínűleg érettségim is jobban sikerült volna. Zseniális ez a tanfolyam.",https://www.coursera.org/learn/a-tanulas-tanulasa,,,,
Deep Learning,Gemini for Google Cloud Learning Path Specialization,4.7,N/A,N/A,7 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/gemini-for-google-cloud-learning-path,,,,
Deep Learning,Generative AI as a Learning Design Partner Specialization,5,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/generative-ai-as-learning-design-partner,,,,
Deep Learning,Google Cloud Big Data and Machine Learning Fundamentals en Français,4.3,"2,854",N/A,7 modules,"4
Reviewed on Aug 31, 2019
Les cours sont bien faits. Merci de mettre plus de taches dans les travaux pratiques. Enfin le code pySpark dans l'un des ateliers n'est pas expliqué du tout.","4
Reviewed on Dec 4, 2020
Pity there are so many bugs in the quizz (and for months, it seems!), the content in itself is very good, imho.",N/A,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-fr,,,,
Deep Learning,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,4.8,"48,791",98%,4 modules,"4
Reviewed on Sep 6, 2021
Interesting and important courses, however the heavy dependency on peer-review method for evaluation may open to unfair (or irresponsible) scoring by peers","5
Reviewed on Jul 12, 2020
The course is enriched with innovative approaches that will help educators in teaching and learning. It also share the new educational tools in approach to e-learning setting.","5
Reviewed on Aug 1, 2020
This is a wonderful course which gives complete insight on how to evolve in the digital ecology and be prepared for the future. Thanks to the knowledgeable professors.",https://www.coursera.org/learn/elearning,,,,
Deep Learning,MOOC and Blended Learning,4.3,"3,547",N/A,6 modules,N/A,N/A,N/A,https://www.coursera.org/learn/mooc-blended-learning,,,,
Deep Learning,Developing AI Applications on Azure,4.4,"47,927",90%,5 modules,"4
Reviewed on Jun 24, 2020
i learnt something new even though i had to be quick due to the free course expiration and Thumbs up to my instructor","4
Reviewed on Jun 13, 2020
There can be a project submission session where we have hands on experience in using the API's and also ML experiments","5
Reviewed on Jun 12, 2020
I got to understand more about the Azure interface in collaboration with all that has to do with Machine Learning as well.",https://www.coursera.org/learn/developing-ai-applications-azure,,,,
Deep Learning,Introduction to Machine Learning: Art of the Possible,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/introduction-to-machine-learning-art-of-the-possible,,,,
Deep Learning,Big Data Analysis Deep Dive,4.6,"2,016",N/A,12 modules,N/A,N/A,N/A,https://www.coursera.org/learn/big-data-analysis-deep-dive,,,,
Deep Learning,Tweet Emotion Recognition with TensorFlow,N/A,"11,895",N/A,Guided Project,"5
Reviewed on Aug 2, 2021
It is a good project to get an overview. Generally, it is a nice project, and simple to follow,","5
Reviewed on Jul 7, 2021
One of the best course for knowledge up gradation. The Speakers explain very well.","4
Reviewed on May 30, 2022
This project will make it easier for you to understand how TensorFlow works.volume_upcontent_copyshare",https://www.coursera.org/projects/tweet-emotion-tensorflow,,,,
Deep Learning,Machine Learning Essentials for Business and Technical Decision Makers,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/machine-learning-for-business--technical-decision-makers,,,,
Deep Learning,"Create video, audio and infographics for online learning",4.7,"9,022",N/A,5 modules,"5
Reviewed on Dec 7, 2021
I learned more in one lesson of this class than a 7 week university class of a similar nature. Thanks.","5
Reviewed on Aug 27, 2023
The theory of Instructional Desgin has been applied to the course - very varied and viasually appealing with lot's of examples and extra material.","5
Reviewed on Sep 19, 2022
I enjoyed the format of this class. Being able to listen to podcasts for the bulk of the material allowed me to keep my hands busy to stay engaged with the topic.",https://www.coursera.org/learn/create-video-audio-and-infographics-for-online-learning,,,,
Deep Learning,"Managing ADHD, Autism, Learning Disabilities, and Concussion in School",4.8,"38,870",98%,4 modules,"5
Reviewed on Oct 28, 2020
as an occupational therapist, this help me review the basics of ADHD, Autism, learning disorder as well as concussion injuries. I know this would help me a lot in my practice.","5
Reviewed on Mar 13, 2023
I love how I was able to work within my time. The videos were very helpful because it helped me to understand all I learnt. The opportunity to retry my assignment was very incredible. Thank you.","5
Reviewed on Mar 3, 2021
This is the course that could be an avenue for making a difference in the lives of learners with difficulty. Applying what has learned form the course is a great opportunity to serve with a heart.",https://www.coursera.org/learn/managing-adhd-autism-learning-disabilities-and-concussion-in-school,,,,
Deep Learning,Support Interactive Learning with Genially,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/interactive-learning-genially,,,,
Deep Learning,Auto Machine Learning (AutoML) Using AutoGluon,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/automl-using-autogluon,,,,
Deep Learning,Regression Analysis for Statistics & Machine Learning in R,N/A,N/A,N/A,7 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-regression-analysis-for-statistics-machine-learning-in-r-rfcl1,,,,
Deep Learning,Building a Machine Learning Ready Organization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/building-a-machine-learning-ready-organization,,,,
Deep Learning,Art and Science of Machine Learning en Español,4.7,"3,281",N/A,7 modules,"5
Reviewed on Dec 21, 2020
Fue muy didactico, directo y me senti muy comodo al hacerlo. Es un gran curso","5
Reviewed on Oct 1, 2020
Excelente compilacion de toda la capacitación. De punta a punta. Exige mucha práctica, pero valió el esfuerzo.","5
Reviewed on Oct 21, 2020
Mil Gracias Google y Coursera, esto esta cambiando mi futuro.",https://www.coursera.org/learn/art-science-ml-es,,,,
Deep Learning,PyTorch Ultimate 2024 - From Basics to Cutting-Edge Specialization,N/A,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-pytorch-ultimate-2024---from-basics-to-cutting-edge,,,,
Deep Learning,Supervised Learning and Its Applications in Marketing,N/A,N/A,N/A,12 modules,N/A,N/A,N/A,https://www.coursera.org/learn/supervised-learning-and-its-applications-in-marketing,,,,
Deep Learning,Learning Experience Design: Orientation to the Profession,4.8,"3,079",N/A,4 modules,"5
Reviewed on Oct 22, 2024
The other two courses in this series are even better and continue to build upon the information presented here.","4
Reviewed on Oct 2, 2024
Not bad. I expected the course to be expanded with more examples of real LXD projects.",N/A,https://www.coursera.org/learn/learning-experience-design-orientation-to-the-profession,,,,
Deep Learning,Launching into Machine Learning 日本語版,4.4,N/A,N/A,8 modules,"4
Reviewed on Aug 29, 2019
TensorFlow PlaygroundやBigQueryに触れることができたのは有益だった。数式が当然のように出てくるのは少し辛いかもしれない。。。","4
Reviewed on May 22, 2021
初心者でも何とか。自身がいかに勉強不足か分かったので、引き続き学習していきたい。
内容はとても丁寧で面白かった。機械学習に興味を持てるきっかけとなった。",N/A,https://www.coursera.org/learn/launching-machine-learning-jp,,,,
Deep Learning,Leader of Learning Experiences Specialization,N/A,N/A,N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/sfi-leader-of-learning-experiences,,,,
Deep Learning,Generative AI: Foundation Models and Platforms,4.7,"14,294",N/A,3 modules,"4
Reviewed on Apr 10, 2024
A very good course but very difficult to cover as much ground in a few hours. For example, I could easily this course spread over 10 hours might be more effective.","4
Reviewed on May 14, 2024
Gives a required info on the current existing AI Foundation models and platforms. Quite useful to explore based on the usecase for the client","5
Reviewed on May 10, 2024
Very complex content that is delivered concisely and with quality. Thank You!",https://www.coursera.org/learn/generative-ai-foundation-models-and-platforms,,,,
Deep Learning,Critical Thinking & Logic: Real-World Skills,5,N/A,N/A,2 modules,"5
Reviewed on Oct 10, 2024
complex topic is explained with simple terms with nalagies and examples. needs lots of revisions and dedicated attention",N/A,N/A,https://www.coursera.org/learn/critical-thinking-logic,,,,
Deep Learning,Machine Learning Algorithms with R in Business Analytics,4.6,"7,194",N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/machine-learning-algorithms-r-business-analytics,,,,
Deep Learning,Machine Learning with TensorFlow Google Cloud 日本語版 Specialization,4.4,N/A,N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp-jp,,,,
Deep Learning,Machine Learning: Clustering & Retrieval,4.7,"98,869",91%,6 modules,"5
Reviewed on Oct 28, 2017
A great course to understand clustering as well as text mining. Lectures on KDD and LSH are equally important to understand and implement these algo . Many thanks","5
Reviewed on Aug 25, 2016
excellent material! It would be nice, however, to mention some reading material, books or articles, for those interested in the details and the theories behind the concepts presented in the course.","5
Reviewed on Jan 25, 2017
The material is complex and challenging, but the teaching procedure is carefully thought out in a way that you quickly get it, giving you a great sense of accomplishment.",https://www.coursera.org/learn/ml-clustering-and-retrieval,,,,
Deep Learning,Learning Experience Design: Development and Evaluation,4.5,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/learning-experience-design-development-and-evaluation,,,,
Deep Learning,Introduction to Learning Remotely,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/sfi-intro-to-learning-remotely,,,,
Deep Learning,Serverless Machine Learning with Tensorflow on Google Cloud auf Deutsch,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/serverless-machine-learning-gcp-de,,,,
Deep Learning,TensorFlow for Beginners: Basic Binary Image Classification,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/tensorflow-for-beginners-basic-binary-image-classification-v2,,,,
Deep Learning,Introduction to AI and Machine Learning on Google Cloud,4.6,"15,488",N/A,6 modules,"5
Reviewed on Oct 17, 2024
Well-structured for beginners, it balances theory with hands-on exercises. While it could go deeper, it's an excellent springboard for further learning in AI/ML.","4
Reviewed on May 15, 2024
it fulfilled the objective ""Introduction"", and the content is better than expected","5
Reviewed on Sep 25, 2024
This course is a good intro to cloud computing and IA",https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud,,,,
Deep Learning,Recommender Systems with Machine Learning,N/A,N/A,N/A,6 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-recommender-systems-with-machine-learning-sqoj2,,,,
Deep Learning,Designing Learning Innovation: an introduction,4.9,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/designing-learning-innovation-intro,,,,
Deep Learning,Computational Neuroscience,4.6,"135,288",95%,8 modules,"4
Reviewed on Feb 3, 2019
Starts off great but get rushed 3/4ths into the course. Too much content, too little explanation, but recovers swiftly to end on a high.
Recommended","5
Reviewed on May 27, 2018
This is a wonderful start for a biologist , to get idea of concepts of learning . An advanced course focused more on brain circuitry is suggested.
Thanks a lot","5
Reviewed on Jun 11, 2020
Brilliant course. For a HS student the math was challenging, but the quizzes and assignments were perfect. The tutorials and supplementary materials are super helpful. All in all, I loved it.",https://www.coursera.org/learn/computational-neuroscience,,,,
Deep Learning,Powerful Tools for Teaching and Learning: Web 2.0 Tools,4.6,"36,977",98%,6 modules,"5
Reviewed on Mar 9, 2019
This coourse is very healpful in teaching education.","5
Reviewed on Jul 6, 2021
Fantastic Course, I really enjoyed and will certainly share lessons with peers and students.","5
Reviewed on Jul 3, 2023
Its a very informative and wonderful course..I have learned alot through this course. A big thank you to the course instructor and Coursera....",https://www.coursera.org/learn/teaching-learning-tools,,,,
Deep Learning,Google Cloud Platform Big Data and Machine Learning Fundamentals em Português Brasileiro,4.7,"2,830",N/A,7 modules,"4
Reviewed on May 29, 2020
Ótimo cursos bem dinâmico, passo a passo bem elaborado.","5
Reviewed on Nov 4, 2021
Bom curso, demonstra como utilizar as ferramentas, com bons exemplos","5
Reviewed on May 27, 2022
Extramente enriquecedor todo o conteúdo, principalmente os laboratórios.",https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-br,,,,
Deep Learning,Assessment for Learning,4.7,"17,265",98%,4 modules,"5
Reviewed on Jul 13, 2022
Interesting, informational and engaging. Thank you Coursera. More learnings to come.","5
Reviewed on Sep 28, 2020
Very helpful to understand Assessment throughout the education sector. Got an idea to adopt newer assessment methods .","5
Reviewed on Oct 25, 2021
Extremely relevant course, though I wish I had enough prior knowledge to understand Data Mining part.",https://www.coursera.org/learn/assessmentforlearning,,,,
Deep Learning,Utilizing Engaging Assessment with Boom Learning,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/assessment-boom-learning,,,,
Deep Learning,MLOps in R: Deploying machine learning models using vetiver,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/mlops-in-r-deploying-machine-learning-models-using-vetiver,,,,
Deep Learning,Learning to Teach Online,4.7,"189,026",99%,5 modules,"5
Reviewed on Feb 16, 2022
Thanks to the course teachers and others associated with designing such a wonderful learning experience. Appreciate each one of your contributions is peer learning and evaluation. Best wishes","5
Reviewed on Mar 31, 2021
I have found the course to be interesting with plenty of valuable information provided as part of the course and through interaction with fellow teachers and trainers from a wide range of disciplines.","5
Reviewed on Jun 16, 2020
This course provides me the information about various online tools, strategies and planning for the best techniques for online courses. I will make the use of this valuable information in my work.",https://www.coursera.org/learn/teach-online,,,,
Deep Learning,Enhance Student Learning with Interactive Lessons in Nearpod,N/A,"1,972",N/A,Guided Project,"5
Reviewed on Aug 10, 2021
It has been great to have this course. The speaker explains well and sounds friendly. The workspace given is a wonderful experience for me, so I could practice the skills right away. Thank you.","5
Reviewed on Jul 14, 2021
Excellent! Well-explained, well-paced, and obviously very well thought out. Thank You.",N/A,https://www.coursera.org/projects/enhance-learning-notepod,,,,
Deep Learning,Hyperparameter Tuning with Keras Tuner,N/A,"3,573",N/A,Guided Project,"5
Reviewed on Jan 2, 2022
Very beneficial for deep learning with Keras practitioners. I loved it, and will be using it as a reference subsequently.","4
Reviewed on Jul 28, 2023
It is good enough to know about Keras Tuner. Thank you.",N/A,https://www.coursera.org/projects/keras-tuner,,,,
Deep Learning,Business English: Networking,4.7,"231,012",97%,5 modules,"5
Reviewed on Mar 20, 2018
This is my first completed course in Coursera, Daphne and Richard explained every subject and the given examples are very clear. I look forward on completing this specialization!","5
Reviewed on Feb 27, 2016
It is a very useful course, I have learned new things about meeting some one for the first time, making the conversation continue, exchanging bussiness cards and writing e-mails","5
Reviewed on Sep 29, 2020
This course was easy to follow. They gave you the example before tell you to do assisgnments. I love doing those assisgnments because I can discuss with peers and they gave me points.",https://www.coursera.org/learn/business-english-intro,,,,
Deep Learning,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,4.8,"474,200",98%,4 modules,"5
Reviewed on May 27, 2020
Thank you so McMaster University & the professors who carried out the course so very well. I hope the course will help me in my life taking important decisions. I learnt a lot through this course.","5
Reviewed on Aug 27, 2020
I enjoyed this course very much. I am 64-years-old and this course taught me that you can learn anything new no matter what age you are. I am now broadening my passions and learning is a lot more fun.","5
Reviewed on May 1, 2020
I enjoyed this MOOC. It is very well-done and clearly covers the topics of mindshifting along with career advancement. Also--good illustrations and visuals/sounds which assist in the learning process.",https://www.coursera.org/learn/mindshift,,,,
Deep Learning,The Learning Innovation Network,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/learning-innovation-network,,,,
Deep Learning,Reinforcement Learning from Human Feedback,N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/reinforcement-learning-from-human-feedback-project,,,,
Deep Learning,Use Wakelet to Curate Learning Collections,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/use-wakelet-to-curate-learning-collections,,,,
Deep Learning,Uncommon Sense Teaching Specialization,4.9,"5,673",N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate,,,,
Deep Learning,Visualizing Filters of a CNN using TensorFlow,N/A,"5,683",N/A,Guided Project,"5
Reviewed on Oct 24, 2023
Love the way he explain the code in simple and cool manner","4
Reviewed on Apr 14, 2022
instructor explains everything clearly, but an actual application was missing. a quick cats and dogs comparison on how to infer filter activation would have been helpful.","5
Reviewed on Jul 4, 2022
very well prepared and explained. but colab is slow",https://www.coursera.org/projects/visualizing-filters-cnn-tensorflow,,,,
Deep Learning,Creating Multi Task Models With Keras,N/A,"5,056",N/A,Guided Project,"5
Reviewed on Feb 25, 2023
Fantastic course and very easy to follow on implementing multi-task learning on the MNIST dataset. Thank you very much!","4
Reviewed on Feb 23, 2021
The project was simple yet provided the core idea of going for multitask model with an interesting use-case.","5
Reviewed on Jul 1, 2021
This course is pretty good, that I learned many concepts in one hour. The instructor too very good that his way of explanation made me to understand it quickly.",https://www.coursera.org/projects/multi-task-models-keras,,,,
Deep Learning,Math for AI beginner part 1 Linear Algebra,4.5,"6,583",N/A,6 modules,"5
Reviewed on Aug 28, 2023
was extremely helpful and help me view artificial intelligence from a totally different perspectives","4
Reviewed on Sep 12, 2022
Overall, this course is okay but towards the end some explanations where a bit vague",N/A,https://www.coursera.org/learn/math-for-ai-beginner-part-1-linear-algebra,,,,
Deep Learning,Unsupervised Learning and Its Applications in Marketing,N/A,N/A,N/A,12 modules,N/A,N/A,N/A,https://www.coursera.org/learn/unsupervised-learning-and-its-applications-in-marketing,,,,
Deep Learning,Active Learning in STEM with PhET Interactive Simulations Specialization,4.9,"5,388",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/active-learning-in-stem-with-phet-interactive-simulations,,,,
Deep Learning,Using Generative AI for Learning Design Activities,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/using-generative-ai-for-learning-design-activities,,,,
Deep Learning,Information Extraction from Free Text Data in Health,N/A,"2,224",N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/information-extraction-from-free-text-data-in-health-2,,,,
Deep Learning,Getting Started with BigQuery Machine Learning,N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-getting-started-with-bigquery-machine-learning-bxgfi,,,,
Deep Learning,MLOps Platforms: Amazon SageMaker and Azure ML,3.6,"7,014",N/A,5 modules,"5
Reviewed on Aug 22, 2024
Great learning resources that will be useful long after completing the course, concise presentations, and clear explanations of all topics","5
Reviewed on May 1, 2023
The best course so far I have taken, I am looking forward to enchace my skills more in MLOps, I have to do few projects",N/A,https://www.coursera.org/learn/mlops-aws-azure-duke,,,,
Deep Learning,Diabetes Disease Detection with XG-Boost and Neural Networks,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/diabetes-disease-detection-with-xg-boost-and-neural-networks,,,,
Deep Learning,Machine Learning Operations (MLOps): Getting Started - Français,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/mlops-fundamentals-fr,,,,
Deep Learning,H2O ai Large Language Models (LLMs) - Level 1,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/h2o-ai-large-language-models-llms-level-1,,,,
Deep Learning,Sound and Sonification Design for Interactive Learning Tools,4,"3,320",N/A,6 modules,N/A,N/A,N/A,https://www.coursera.org/learn/sound-and-sonification-for-learning,,,,
Deep Learning,Applying Machine Learning to your Data with Google Cloud,4.7,"20,020",N/A,6 modules,"5
Reviewed on Sep 4, 2019
Good Course to Understand the basics of Big query and running ML using Big query","5
Reviewed on Aug 11, 2018
The instructor Evan is super great to rolling out machine learning in an easy /understandable way. hope he can tech more in-depth of machine learning.","5
Reviewed on Aug 26, 2019
Excellent way to introduce to Google Big Query and Machine Learning Applications!",https://www.coursera.org/learn/data-insights-gcp-apply-ml,,,,
Deep Learning,Logistic Regression with NumPy and Python,N/A,"12,714",N/A,Guided Project,"5
Reviewed on Apr 4, 2020
Thank You... Very nice and valuable knowledge provided.","5
Reviewed on Aug 30, 2020
Very helpful for learning logistic regression without using any libraries. Before taking this project one should have a clear understanding of Logistic Regression, then it will be very helpful","4
Reviewed on Jul 15, 2020
Gain more understanding about LR and gradient descent practically.",https://www.coursera.org/projects/logistic-regression-numpy-python,,,,
Deep Learning,Foundations of Teaching for Learning: Planning for Teaching and Learning,4.8,"26,759",97%,6 modules,"5
Reviewed on Dec 16, 2017
Really a fantastic course with a great purpose, organization, and motivation. The hosts were great and made the course practical as well as theoretical. Thank you!","5
Reviewed on May 1, 2020
the course was excellent to study and to fill the gaps in my brain,i explored many things i did not know before ,i really enjoyed the course","5
Reviewed on Feb 5, 2018
I enjoyed this course, and have learnt a lot. I'll implement all my learning in my classroom:)",https://www.coursera.org/learn/teaching-plan,,,,
Deep Learning,Using R for Regression and Machine Learning in Investment,N/A,N/A,N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/using-r-for-regression-and-machine-learning-in-investment,,,,
Deep Learning,Ubiquitous Learning and Instructional Technologies,4.6,"9,597",N/A,4 modules,"5
Reviewed on Oct 10, 2020
Learnt a great deal about asynchronous and synchronous learning, definitely pushed the boundaries on how we view technology mediated environments for education.","5
Reviewed on Sep 7, 2021
This course was the best course I have taken in years. I truly found it engaging, challenging and thought-provoking.","5
Reviewed on Apr 27, 2021
Thanks for this kind of course. I learned a lot and the most exciting part is to review peer's work and receiving theirs for me.",https://www.coursera.org/learn/ubiquitouslearning,,,,
Deep Learning,Build Basic Generative Adversarial Networks (GANs),4.7,"71,190",96%,4 modules,"5
Reviewed on Jul 21, 2023
Helped me clarify the some of key principles and theories behind GAN and bit of history... The references/additional study materials are very useful, if you want to dig deep into. Overall very pleased","5
Reviewed on Oct 11, 2020
great course, only teaching what's needed, doesn't push you a lot in the coding assignments, as much as it requires you much more work to understand the codes and the science behind it.","5
Reviewed on Oct 7, 2020
Excellent course. The videos were a pleasure to watch, the assignments were clear and allowed you to go as shallow or as in depth as you desired, and the mentors were very helpful.",https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,,,,
Deep Learning,Chatbots for Beginners: A Complete Guide to Build Chatbots,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-chatbots-for-beginners-a-complete-guide-to-build-chatbots-d4pcg,,,,
Deep Learning,Interpretable machine learning applications: Part 5,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/interpretable-machine-learning-applications-part-5,,,,
Deep Learning,Modèles de séquence,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/nlp-sequence-models-fr,,,,
Deep Learning,"Trees, SVM and Unsupervised Learning",N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/trees-svm-and-unsupervised-learning,,,,
Deep Learning,AI Applications in Marketing and Finance,4.6,"20,893",N/A,4 modules,"4
Reviewed on Oct 9, 2023
Learned real-world application of AI/ML in Finance and the huge potential of more to come","5
Reviewed on Jun 11, 2023
Great course with constructive & disruptive details from industry leaders & companies utilizing AI successfully in business.","5
Reviewed on Nov 18, 2024
learned lof of inbuilt things about how machine learning works",https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,,,,
Deep Learning,Predicting Extreme Climate Behavior with Machine Learning,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/predicting-extreme-climate-behavior-with-machine-learning,,,,
Deep Learning,Machine Learning for Smart Beta,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/machine-learning-for-smart-beta,,,,
Deep Learning,Description Design for Interactive Learning Resources,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/description-design-for-interactive-learning-resources,,,,
Deep Learning,Uncommon Sense Teaching,4.9,"32,680",98%,4 modules,"5
Reviewed on Jan 28, 2022
WOW!! I just sailed through this course because it was fascinating! I'm looking forward to taking the more advanced sections of this course. Thank you","4
Reviewed on Nov 1, 2022
It's a nice course however the activities are hard to make. If you have time and equipment, it will be easier for you but of you don't have, its really hard","5
Reviewed on Aug 24, 2021
Great course! I'm not a teacher, but I have enjoyed it very much. I found it helpful for lifelong learning and supporting my young nephew learning. Thanks so much to the three teachers.",https://www.coursera.org/learn/uncommon-sense-teaching,,,,
Deep Learning,Inspire Student Learning with Showbie,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/inspire-student-learning-with-showbie,,,,
Deep Learning,Learn English: Beginning Grammar Specialization,4.9,"77,445",N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/learn-english-beginning-grammar,,,,
Deep Learning,English for Business and Entrepreneurship,4.8,"499,015",99%,5 modules,"5
Reviewed on Jun 8, 2020
The course was clear, well organized and I really learned a lot from it. I wish thought that you make two types of certificate in a way that free courses would end with a certificate too.","5
Reviewed on Oct 10, 2022
This course taught me a lot of english for business. Helped me to create a really great business plan and I feel prepared to write my own. I feel more confident to start a new business. Thank you!","5
Reviewed on Feb 25, 2019
English for Business and Entrepreneurship course is a good and interesting course, i had fun learning.i'll definitely recommend the course to my loved ones. Kudos to the brain behind the course.",https://www.coursera.org/learn/business,,,,
Deep Learning,Lesson | Small Talk & Conversational Vocabulary,4.2,"394,992",97%,1 module,"4
Reviewed on Apr 4, 2023
It is an excellent course if you want to learn the pronunciation of new vocabulary...","4
Reviewed on Jun 4, 2022
its a great course and I loved it I'm no longer nervous about talking to people","4
Reviewed on Jul 23, 2021
To whom it may concern
I liked the course, although it seemed to me that a week is very short.

Or maybe there are more weeks and it is not so easily identifiable.

Best regards
Read more",https://www.coursera.org/learn/lesson-small-talk-and-conversational-vocabulary,,,,
Deep Learning,"Build Regression, Classification, and Clustering Models",4.4,"2,811",N/A,6 modules,N/A,N/A,N/A,https://www.coursera.org/learn/build-regression-classification-clustering-models,,,,
Deep Learning,New Learning: Principles and Patterns of Pedagogy,4.7,"23,400",98%,4 modules,"5
Reviewed on Aug 12, 2022
Excellent instructors and course with detailed information of newer age learning to be employed by teachers successfully. Recommended.","5
Reviewed on May 27, 2022
One of the best topic that help me to understand deeper about the learning principles","5
Reviewed on Oct 27, 2021
It's good to know new pedagogy. Thank you so much for this course for it had opened my mind into new learning.",https://www.coursera.org/learn/newlearning,,,,
Deep Learning,Uncommon Sense Teaching: Teaching Online,5,"4,650",N/A,4 modules,"5
Reviewed on Jan 12, 2023
A great level knowledge has been impacted on me through the course.","5
Reviewed on Dec 30, 2022
An excellent class where the instructors practice what they are teaching. Wonderful little helps and tips for teachers to help make their classes stimulating and fun.","5
Reviewed on Jun 19, 2023
Line upon line. Precept upon precept. Really great job. Best on line classes ever.",https://www.coursera.org/learn/teaching-online,,,,
Deep Learning,Machine Learning in the Enterprise - Français,N/A,N/A,N/A,10 modules,N/A,N/A,N/A,https://www.coursera.org/learn/machine-learning-in-enterprise-fr,,,,
